Platform,800,300,250,155
Platform,1100,300,250,155
Platform,1400,300,250,155
Platform,1700,200,250,155
Platform,2000,200,250,155
Platform,2300,200,250,155
Platform,3300,300,250,155
Platform,3600,200,250,155
Platform,3900,300,250,155
Platform,4200,200,250,155
Platform,5000,300,250,155
Platform,5300,300,250,155
BadMan,750,300,50,570,BadMan.png,100,100
BadMan,2000,380,50,570,BadMan.png,100,100
BadMan,4000,350,50,570,BadMan.png,100,100
BadMan,4300,300,50,570,BadMan.png,100,100
BadMan,4700,380,50,570,BadMan.png,100,100
Angry,2800,400,25,570,Angry.png,50,50
Angry,2900,400,25,570,Angry.png,50,50
Angry,3400,400,25,570,Angry.png,50,50
Angry,5400,400,25,570,Angry.png,50,50
Angry,5200,400,25,570,Angry.png,50,50
Angry,6000,400,25,570,Angry.png,50,50
Angry,6500,400,25,570,Angry.png,50,50
Angry,6700,400,25,570,Angry.png,50,50
Angry,6200,400,25,570,Angry.png,50,50
Kissy,800,200,25,250,Kissy.png,50,50
Kissy,800,150,25,200,Kissy.png,50,50
Kissy,800,100,25,150,Kissy.png,50,50
Kissy,900,200,25,250,Kissy.png,50,50
Kissy,900,150,25,200,Kissy.png,50,50
Kissy,900,100,25,150,Kissy.png,50,50
Kissy,2500,200,25,250,Kissy.png,50,50
Kissy,2500,100,25,150,Kissy.png,50,50
Kissy,1300,100,25,150,Kissy.png,50,50
Kissy,1400,100,25,150,Kissy.png,50,50
Kissy,1500,100,25,150,Kissy.png,50,50
Kissy,1600,100,25,150,Kissy.png,50,50
Kissy,3700,100,25,150,Kissy.png,50,50
Kissy,3700,200,25,150,Kissy.png,50,50
Kissy,3700,300,25,150,Kissy.png,50,50
Kissy,3700,400,25,150,Kissy.png,50,50
Kissy,3700,500,25,150,Kissy.png,50,50
Kissy,5100,300,25,150,Kissy.png,50,50
Kissy,5200,300,25,150,Kissy.png,50,50
Kissy,5300,300,25,150,Kissy.png,50,50
Kissy,5400,300,25,150,Kissy.png,50,50
Kissy,5500,300,25,150,Kissy.png,50,50
Kissy,5600,300,25,150,Kissy.png,50,50
Kissy,5700,300,25,150,Kissy.png,50,50
Kissy,5800,300,25,150,Kissy.png,50,50
HeartEyes,1100,200,25,250,HeartEyes.png,50,50
HeartEyes,1100,150,25,200,HeartEyes.png,50,50
HeartEyes,1100,100,25,150,HeartEyes.png,50,50
HeartEyes,1200,200,25,250,HeartEyes.png,50,50
HeartEyes,6300,150,25,200,HeartEyes.png,50,50
HeartEyes,6300,250,25,250,HeartEyes.png,50,50
HeartEyes,6300,300,25,250,HeartEyes.png,50,50
HeartEyes,4000,300,25,250,HeartEyes.png,50,50
HeartEyes,4000,200,25,250,HeartEyes.png,50,50
HeartEyes,4000,300,25,250,HeartEyes.png,50,50
HeartEyes,6900,200,25,250,HeartEyes.png,50,50
HeartEyes,6900,400,25,250,HeartEyes.png,50,50
HeartEyes,6900,300,25,250,HeartEyes.png,50,50
HeartEyes,6900,200,25,250,HeartEyes.png,50,50
HeartEyes,6900,100,25,250,HeartEyes.png,50,50
HeartEyes,6900,50,25,250,HeartEyes.png,50,50
Avoid,1300,100,25,150,Anchor.png,50,50
Avoid,1500,200,25,250,Anchor.png,50,50
Avoid,1700,100,25,150,Anchor.png,50,50
Avoid,2100,50,25,150,Anchor.png,50,50
Avoid,3300,500,25,550,Anchor.png,50,50
Avoid,3400,500,25,550,Anchor.png,50,50
Avoid,3500,500,25,550,Anchor.png,50,50
Avoid,3600,500,25,550,Anchor.png,50,50
Avoid,3700,500,25,550,Anchor.png,50,50
Avoid,3800,500,25,550,Anchor.png,50,50
Avoid,3900,500,25,550,Anchor.png,50,50
Avoid,4000,500,25,550,Anchor.png,50,50
Voltage,400,200,20,440,voltage.png,40,40
Raindrop,3000,200,25,250,raindrop.png,50,50
Bill,3300,-300,7,600,bill.png,20,13
Bill,3500,-800,7,600,bill.png,20,13
Bill,3600,0,7,600,bill.png,20,13
Bill,3400,-100,7,549,bill.png,20,13
Bill,3400,-300,7,549,bill.png,20,13
Bill,3330,-1000,7,549,bill.png,20,13
Bill,3450,-500,7,549,bill.png,20,13
Bill,3500,-700,7,549,bill.png,20,13
Bill,3500,-400,7,549,bill.png,20,13
Bill,3700,-500,7,549,bill.png,20,13
Bill,3720,-900,7,549,bill.png,20,13
Bill,3660,-300,7,549,bill.png,20,13
Bill,3620,-600,7,549,bill.png,20,13
Bill,3600,-1000,7,549,bill.png,20,13
Bill,3600,-400,7,549,bill.png,20,13
Bill,3750,-200,7,549,bill.png,20,13
Bill,3800,-800,7,549,bill.png,20,13
Bill,3820,-1300,7,549,bill.png,20,13
Bill,3800,-1800,7,549,bill.png,20,13
Bill,3900,-1800,7,549,bill.png,20,13
Bill,3390,-1900,7,549,bill.png,20,13
Bill,3900,-1600,7,549,bill.png,20,13
Bill,4000,-1400,7,549,bill.png,20,13
Bill,4000,-1800,7,549,bill.png,20,13
Bill,3850,-1300,7,549,bill.png,20,13
Bill,3890,-1800,7,549,bill.png,20,13
Bill,3780,-1600,7,549,bill.png,20,13
Bill,3820,-1900,7,549,bill.png,20,13
Message,550,50,325,550,messagestage2.png,650,240

