Platform,1500,300,250,155,,,
Platform,1800,290,250,155,,,
Platform,2100,280,250,155,,,
Platform,2400,270,250,155,,,
Platform,2700,270,250,155,,,
Platform,4500,270,250,155,,,
Platform,5000,270,250,155,,,
Platform,4000,270,250,155,,,
Platform,5800,300,250,155,,,
Platform,6100,290,250,155,,,
Platform,6400,280,250,155,,,
Platform,6700,270,250,155,,,
BadMan,700,300,50,549,BadMan.png,100,100
BadMan,500,320,50,549,BadMan.png,100,100
BadMan,3100,300,50,549,BadMan.png,100,100
BadMan,3500,400,50,549,BadMan.png,100,100
BadMan,5100,380,50,549,BadMan.png,100,100
BadMan,2100,400,50,549,BadMan.png,100,100
BadMan,3500,380,50,549,BadMan.png,100,100
BadMan,2500,300,50,549,BadMan.png,100,100
Smoke,900,450,25,500,Smoke.png,50,50
Smoke,1000,450,25,500,Smoke.png,50,50
Smoke,1100,450,25,500,Smoke.png,50,50
Smoke,3800,450,25,500,Smoke.png,50,50
Smoke,5800,450,25,500,Smoke.png,50,50
Smoke,5700,450,25,500,Smoke.png,50,50
Smoke,3000,450,25,500,Smoke.png,50,50
Smoke,5500,450,25,500,Smoke.png,50,50
Heart,1500,250,25,300,Heart.png,50,50
Heart,1500,200,25,250,Heart.png,50,50
Heart,1500,150,25,200,Heart.png,50,50
Heart,1500,100,25,100,Heart.png,50,50
Heart,1550,120,25,170,Heart.png,50,50
Heart,1600,230,25,280,Heart.png,50,50
Heart,2800,200,25,280,Heart.png,50,50
Heart,5300,200,25,280,Heart.png,50,50
Heart,5400,200,25,280,Heart.png,50,50
Heart,5500,200,25,280,Heart.png,50,50
Heart,5600,200,25,280,Heart.png,50,50
Lips,1400,300,25,250,Lips.png,50,50
Lips,1600,150,25,200,Lips.png,50,50
Lips,1700,200,25,250,Lips.png,50,50
Lips,2800,400,25,150,Lips.png,50,50
Lips,2800,400,25,150,Lips.png,50,50
Lips,3800,100,25,150,Lips.png,50,50
Lips,3800,200,25,150,Lips.png,50,50
Lips,3800,250,25,150,Lips.png,50,50
Lips,3800,300,25,150,Lips.png,50,50
Lips,3800,350,25,150,Lips.png,50,50
Lips,3800,400,25,150,Lips.png,50,50
Lips,3800,450,25,150,Lips.png,50,50
Avoid,300,450,25,500,Snake.png,50,50
Avoid,400,450,25,500,Snake.png,50,50
Avoid,6000,450,25,500,Snake.png,50,50
Avoid,5500,450,25,500,Snake.png,50,50
Avoid,5000,450,25,500,Snake.png,50,50
Avoid,4500,450,25,500,Snake.png,50,50
Avoid,4000,450,25,500,Snake.png,50,50
Avoid,3500,450,25,500,Snake.png,50,50
Avoid,2500,450,25,500,Snake.png,50,50
Girl,7000,225,150,270,Girl.png,300,300
Voltage,5000,150,20,440,voltage.png,40,40
Raindrop,3000,200,25,250,raindrop.png,50,50
Bill,3300,-200,50,600,bill.png,25,25
Bill,3300,-800,25,600,bill.png,25,25
Bill,3400,0,25,600,bill.png,25,25
Bill,3400,-100,25,549,bill.png,25,25
Bill,3400,-300,25,549,bill.png,25,25
Bill,3330,-1000,25,549,bill.png,25,25
Bill,3450,-500,25,549,bill.png,25,25
Bill,3500,-700,25,549,bill.png,25,25
Bill,3500,-400,25,549,bill.png,25,25
Bill,3700,-500,25,549,bill.png,25,25
Bill,3720,-900,25,549,bill.png,25,25
Bill,3660,-300,25,549,bill.png,25,25
Bill,3620,-600,25,549,bill.png,25,25
Bill,3600,-1000,25,549,bill.png,25,25
Bill,3600,-400,25,549,bill.png,25,25
Bill,3750,-200,25,549,bill.png,25,25
Bill,3800,-800,25,549,bill.png,25,25
Bill,3820,-1300,25,549,bill.png,25,25
Bill,3800,-1800,25,549,bill.png,25,25
Bill,3900,-1800,25,549,bill.png,25,25
Bill,3390,-1900,25,549,bill.png,25,25
Bill,3900,-1600,25,549,bill.png,25,25
Bill,4000,-1400,25,549,bill.png,25,25
Bill,4000,-1800,25,549,bill.png,25,25
Bill,3850,-1300,25,549,bill.png,25,25
Bill,3890,-1800,25,549,bill.png,25,25
Bill,3780,-1600,25,549,bill.png,25,25
Bill,3820,-1900,25,549,bill.png,25,25
Message,550,50,325,550,messagestage3.png,650,240
